total extension (nm),DNA extension (nm),average force (pN),sd force (pN),average bp unzipped,sd bp unzipped
2849,2848.74,0.0193116,9.35249e-08,0.321562,0.555031
2850,2849.74,0.0193102,5.4151e-08,0.32156,0.55503
2851,2850.74,0.0193089,6.39789e-08,0.32156,0.555031
2852,2851.74,0.0193076,9.35348e-08,0.321562,0.555031
2853,2852.74,0.0193062,6.35598e-08,0.32156,0.555031
2854,2853.74,0.0193049,9.21162e-08,0.321562,0.555031
2855,2854.74,0.0193035,5.41495e-08,0.32156,0.55503
2856,2855.74,0.0193022,6.3978e-08,0.32156,0.555031
2857,2856.74,0.0193009,9.21171e-08,0.321562,0.555031
2858,2857.74,0.0192995,5.41485e-08,0.32156,0.55503
2859,2858.74,0.0192982,6.39793e-08,0.32156,0.555031
2860,2859.74,0.0192969,9.3522e-08,0.321562,0.555031
2861,2860.74,0.0192955,5.41485e-08,0.32156,0.55503
2862,2861.74,0.0192942,6.39793e-08,0.32156,0.555031
2863,2862.74,0.0192929,9.35229e-08,0.321562,0.555031
2864,2863.74,0.0192915,5.41495e-08,0.32156,0.55503
2865,2864.74,0.0192902,6.39801e-08,0.32156,0.555031
2866,2865.74,0.0192889,9.3524e-08,0.321562,0.555031
2867,2866.74,0.0192875,5.41495e-08,0.32156,0.55503
2868,2867.74,0.0192862,6.3978e-08,0.32156,0.555031
2869,2868.74,0.0192849,9.21183e-08,0.321562,0.555031
2870,2869.74,0.0192836,9.35333e-08,0.321562,0.555031
2871,2870.74,0.0192822,6.39785e-08,0.32156,0.555031
2872,2871.74,0.0192809,9.21174e-08,0.321562,0.555031
2873,2872.74,0.0192796,9.35348e-08,0.321562,0.555031
2874,2873.74,0.0192782,6.35615e-08,0.32156,0.555031
2875,2874.74,0.0192769,6.39785e-08,0.32156,0.555031
2876,2875.74,0.0192755,9.35232e-08,0.321562,0.555031
2877,2876.74,0.0192742,5.41495e-08,0.32156,0.55503
2878,2877.74,0.0192729,6.39772e-08,0.32156,0.555031
2879,2878.74,0.0192715,9.21162e-08,0.321562,0.555031
2880,2879.74,0.0192702,9.35238e-08,0.321562,0.555031
2881,2880.74,0.0192689,6.35572e-08,0.32156,0.555031
2882,2881.74,0.0192676,6.39776e-08,0.32156,0.555031
2883,2882.74,0.0192662,9.21151e-08,0.321562,0.555031
2884,2883.74,0.0192649,9.35336e-08,0.321562,0.555031
2885,2884.74,0.0192636,6.35602e-08,0.32156,0.555031
2886,2885.74,0.0192623,6.39776e-08,0.32156,0.555031
2887,2886.74,0.0192609,9.35246e-08,0.321562,0.555031
2888,2887.74,0.0192596,9.35365e-08,0.321562,0.555031
2889,2888.74,0.0192582,6.35598e-08,0.32156,0.555031
2890,2889.74,0.0192569,6.3978e-08,0.32156,0.555031
2891,2890.74,0.0192556,9.21171e-08,0.321562,0.555031
2892,2891.74,0.0192543,9.35351e-08,0.321562,0.555031
2893,2892.74,0.0192529,6.35589e-08,0.32156,0.555031
2894,2893.74,0.0192516,6.39772e-08,0.32156,0.555031
2895,2894.74,0.0192503,9.21174e-08,0.321562,0.555031
2896,2895.74,0.019249,9.35232e-08,0.321562,0.555031
2897,2896.74,0.0192476,5.4145e-08,0.32156,0.55503
2898,2897.74,0.0192463,6.39763e-08,0.32156,0.555031
2899,2898.74,0.019245,6.39776e-08,0.32156,0.555031
2900,2899.74,0.0192437,9.21171e-08,0.321562,0.555031
2901,2900.74,0.0192424,9.35342e-08,0.321562,0.555031
2902,2901.74,0.019241,5.41485e-08,0.32156,0.55503
2903,2902.74,0.0192397,6.35594e-08,0.32156,0.555031
2904,2903.74,0.0192384,6.3978e-08,0.32156,0.555031
2905,2904.74,0.0192371,9.21177e-08,0.321562,0.555031
2906,2905.74,0.0192358,9.35232e-08,0.321562,0.555031
2907,2906.74,0.0192344,5.4147e-08,0.32156,0.55503
2908,2907.74,0.0192331,6.35611e-08,0.32156,0.555031
2909,2908.74,0.0192318,6.39755e-08,0.32156,0.555031
2910,2909.74,0.0192305,9.21171e-08,0.321562,0.555031
2911,2910.74,0.0192292,9.21159e-08,0.321562,0.555031
2912,2911.74,0.0192279,9.35345e-08,0.321562,0.555031
2913,2912.74,0.0192265,5.41485e-08,0.32156,0.55503
2914,2913.74,0.0192252,6.35598e-08,0.32156,0.555031
2915,2914.74,0.0192239,6.39772e-08,0.32156,0.555031
2916,2915.74,0.0192226,6.39772e-08,0.32156,0.555031
2917,2916.74,0.0192213,9.35223e-08,0.321562,0.555031
2918,2917.74,0.01922,9.3524e-08,0.321562,0.555031
2919,2918.74,0.0192186,5.41465e-08,0.32156,0.55503
2920,2919.74,0.0192173,5.41485e-08,0.32156,0.55503
2921,2920.74,0.019216,6.35628e-08,0.32156,0.555031
2922,2921.74,0.0192147,6.39785e-08,0.32156,0.555031
2923,2922.74,0.0192133,9.2118e-08,0.321562,0.555031
2924,2923.74,0.019212,9.21159e-08,0.321562,0.555031
2925,2924.74,0.0192107,9.35243e-08,0.321562,0.555031
2926,2925.74,0.0192094,9.35345e-08,0.321562,0.555031
2927,2926.74,0.0192081,5.4148e-08,0.32156,0.55503
2928,2927.74,0.0192068,6.35606e-08,0.32156,0.555031
2929,2928.74,0.0192055,6.35594e-08,0.32156,0.555031
2930,2929.74,0.0192041,6.3978e-08,0.32156,0.555031
2931,2930.74,0.0192028,6.3978e-08,0.32156,0.555031
2932,2931.74,0.0192015,6.39793e-08,0.32156,0.555031
2933,2932.74,0.0192002,9.2118e-08,0.321562,0.555031
2934,2933.74,0.0191989,9.35226e-08,0.321562,0.555031
2935,2934.74,0.0191976,9.35238e-08,0.321562,0.555031
2936,2935.74,0.0191962,5.415e-08,0.32156,0.55503
2937,2936.74,0.0191949,5.4149e-08,0.32156,0.55503
2938,2937.74,0.0191936,5.41485e-08,0.32156,0.55503
2939,2938.74,0.0191923,6.35598e-08,0.32156,0.555031
2940,2939.74,0.019191,6.35602e-08,0.32156,0.555031
2941,2940.74,0.0191897,6.39785e-08,0.32156,0.555031
2942,2941.74,0.0191884,6.3978e-08,0.32156,0.555031
2943,2942.74,0.0191871,6.39772e-08,0.32156,0.555031
2944,2943.74,0.0191858,6.39776e-08,0.32156,0.555031
2945,2944.74,0.0191845,9.21174e-08,0.321562,0.555031
2946,2945.74,0.0191832,9.21162e-08,0.321562,0.555031
2947,2946.74,0.0191819,9.21195e-08,0.321562,0.555031
2948,2947.74,0.0191806,9.21177e-08,0.321562,0.555031
2949,2948.74,0.0191793,9.21171e-08,0.321562,0.555031
2950,2949.74,0.019178,9.35238e-08,0.321562,0.555031
2951,2950.74,0.0191767,9.35249e-08,0.321562,0.555031
2952,2951.74,0.0191753,9.35243e-08,0.321562,0.555031
2953,2952.74,0.019174,9.35345e-08,0.321562,0.555031
2954,2953.74,0.0191727,9.35351e-08,0.321562,0.555031
2955,2954.74,0.0191714,9.35356e-08,0.321562,0.555031
2956,2955.74,0.0191701,5.41505e-08,0.32156,0.55503
2957,2956.74,0.0191688,5.4146e-08,0.32156,0.55503
2958,2957.74,0.0191675,5.4149e-08,0.32156,0.55503
2959,2958.74,0.0191662,5.4151e-08,0.32156,0.55503
2960,2959.74,0.0191649,5.4149e-08,0.32156,0.55503
2961,2960.74,0.0191635,5.41485e-08,0.32156,0.55503
2962,2961.74,0.0191622,5.41485e-08,0.32156,0.55503
2963,2962.74,0.0191609,5.4151e-08,0.32156,0.55503
2964,2963.74,0.0191596,5.4149e-08,0.32156,0.55503
2965,2964.74,0.0191583,5.41475e-08,0.32156,0.55503
2966,2965.74,0.019157,5.41485e-08,0.32156,0.55503
2967,2966.74,0.0191557,5.4148e-08,0.32156,0.55503
2968,2967.74,0.0191544,5.4145e-08,0.32156,0.55503
2969,2968.74,0.0191531,5.41495e-08,0.32156,0.55503
2970,2969.74,0.0191519,9.35356e-08,0.321562,0.555031
2971,2970.74,0.0191506,9.35252e-08,0.321562,0.555031
2972,2971.74,0.0191493,9.35238e-08,0.321562,0.555031
2973,2972.74,0.019148,9.35243e-08,0.321562,0.555031
2974,2973.74,0.0191467,9.35258e-08,0.321562,0.555031
2975,2974.74,0.0191454,9.21168e-08,0.321562,0.555031
2976,2975.74,0.0191441,9.21177e-08,0.321562,0.555031
2977,2976.74,0.0191428,9.21189e-08,0.321562,0.555031
2978,2977.74,0.0191415,9.21189e-08,0.321562,0.555031
2979,2978.74,0.0191401,9.21165e-08,0.321562,0.555031
2980,2979.74,0.0191389,6.3978e-08,0.32156,0.555031
2981,2980.74,0.0191376,6.3978e-08,0.32156,0.555031
2982,2981.74,0.0191363,6.39806e-08,0.32156,0.555031
2983,2982.74,0.019135,6.35598e-08,0.32156,0.555031
2984,2983.74,0.0191337,6.35606e-08,0.32156,0.555031
2985,2984.74,0.0191323,5.41475e-08,0.32156,0.55503
2986,2985.74,0.019131,5.4148e-08,0.32156,0.55503
2987,2986.74,0.0191297,5.41485e-08,0.32156,0.55503
2988,2987.74,0.0191284,5.413e-08,0.32156,0.55503
2989,2988.74,0.0191272,9.35235e-08,0.321562,0.555031
2990,2989.74,0.0191259,9.35229e-08,0.321562,0.555031
2991,2990.74,0.0191246,9.21177e-08,0.321562,0.555031
2992,2991.74,0.0191233,9.21177e-08,0.321562,0.555031
2993,2992.74,0.019122,6.3978e-08,0.32156,0.555031
2994,2993.74,0.0191207,6.35589e-08,0.32156,0.555031
2995,2994.74,0.0191194,6.35585e-08,0.32156,0.555031
2996,2995.74,0.0191181,6.35568e-08,0.32156,0.555031
2997,2996.74,0.0191168,5.41475e-08,0.32156,0.55503
2998,2997.74,0.0191156,9.35235e-08,0.321562,0.555031
2999,2998.74,0.0191143,9.35232e-08,0.321562,0.555031
3000,2999.74,0.019113,9.2118e-08,0.321562,0.555031
3001,3000.74,0.0191117,9.21151e-08,0.321562,0.555031
3002,3001.74,0.0191104,6.3978e-08,0.32156,0.555031
3003,3002.74,0.0191091,6.35602e-08,0.32156,0.555031
3004,3003.74,0.0191078,5.4148e-08,0.32156,0.55503
3005,3004.74,0.0191065,5.41495e-08,0.32156,0.55503
3006,3005.74,0.0191052,9.35113e-08,0.321441,0.554962
3007,3006.74,0.0191039,9.21171e-08,0.321562,0.555031
3008,3007.74,0.0191026,9.21162e-08,0.321562,0.555031
3009,3008.74,0.0191013,6.39763e-08,0.32156,0.555031
3010,3009.74,0.0191,6.35602e-08,0.32156,0.555031
3011,3010.74,0.0190987,5.4148e-08,0.32156,0.55503
3012,3011.74,0.0190974,5.4131e-08,0.32156,0.55503
3013,3012.74,0.0190962,9.21174e-08,0.321562,0.555031
3014,3013.74,0.0190949,9.11365e-08,0.321562,0.555031
3015,3014.74,0.0190936,6.39785e-08,0.32156,0.555031
3016,3015.74,0.0190923,6.35594e-08,0.32156,0.555031
3017,3016.74,0.019091,5.41515e-08,0.32156,0.55503
3018,3017.74,0.0190897,5.4129e-08,0.32156,0.55503
3019,3018.74,0.0190885,9.35238e-08,0.321562,0.555031
3020,3019.74,0.0190872,9.21159e-08,0.321562,0.555031
3021,3020.74,0.0190859,6.35615e-08,0.32156,0.555031
3022,3021.74,0.0190846,6.35576e-08,0.321561,0.555031
3023,3022.74,0.0190833,5.4148e-08,0.32156,0.55503
3024,3023.74,0.019082,9.35238e-08,0.321562,0.555031
3025,3024.74,0.0190807,9.21165e-08,0.321562,0.555031
3026,3025.74,0.0190795,6.39763e-08,0.32156,0.555031
3027,3026.74,0.0190782,6.35602e-08,0.32156,0.555031
3028,3027.74,0.0190768,5.413e-08,0.32156,0.55503
3029,3028.74,0.0190756,9.35226e-08,0.321562,0.555031
3030,3029.74,0.0190743,6.39776e-08,0.32156,0.555031
3031,3030.74,0.019073,6.35598e-08,0.32156,0.555031
3032,3031.74,0.0190717,5.41465e-08,0.32156,0.55503
3033,3032.74,0.0190705,9.35235e-08,0.321562,0.555031
3034,3033.74,0.0190692,9.21156e-08,0.321562,0.555031
3035,3034.74,0.0190679,6.3978e-08,0.32156,0.555031
3036,3035.74,0.0190666,5.4149e-08,0.32156,0.55503
3037,3036.74,0.0190653,5.41275e-08,0.32156,0.55503
3038,3037.74,0.0190641,9.21174e-08,0.321562,0.555031
3039,3038.74,0.0190628,6.35598e-08,0.32156,0.555031
3040,3039.74,0.0190615,6.35585e-08,0.321561,0.555031
3041,3040.74,0.0190602,9.35214e-08,0.321562,0.555031
3042,3041.74,0.0190589,9.12999e-08,0.321562,0.555031
3043,3042.74,0.0190577,6.39772e-08,0.32156,0.555031
3044,3043.74,0.0190564,6.35598e-08,0.32156,0.555031
3045,3044.74,0.0190551,5.4128e-08,0.32156,0.55503
3046,3045.74,0.0190538,9.21153e-08,0.321562,0.555031
3047,3046.74,0.0190525,6.35585e-08,0.32156,0.555031
3048,3047.74,0.0190512,5.4146e-08,0.32156,0.55503
3049,3048.74,0.01905,9.21145e-08,0.321562,0.555031
3050,3049.74,0.0190487,6.39755e-08,0.321561,0.555031
3051,3050.74,0.0190474,6.35585e-08,0.32156,0.555031
3052,3051.74,0.0190461,5.4127e-08,0.32156,0.55503
3053,3052.74,0.0190449,9.21153e-08,0.321562,0.555031
3054,3053.74,0.0190436,6.35585e-08,0.32156,0.555031
3055,3054.74,0.0190423,5.41495e-08,0.32156,0.55503
3056,3055.74,0.0190411,9.21177e-08,0.321562,0.555031
3057,3056.74,0.0190398,6.39755e-08,0.32156,0.555031
3058,3057.74,0.0190385,5.415e-08,0.32156,0.55503
3059,3058.74,0.0190372,9.35235e-08,0.321562,0.555031
3060,3059.74,0.019036,6.39793e-08,0.32156,0.555031
3061,3060.74,0.0190347,6.35581e-08,0.32156,0.555031
3062,3061.74,0.0190334,9.35235e-08,0.321562,0.555032
3063,3062.74,0.0190321,9.21168e-08,0.321562,0.555031
3064,3063.74,0.0190308,6.35611e-08,0.321561,0.555031
3065,3064.74,0.0190295,5.413e-08,0.32156,0.55503
3066,3065.74,0.0190283,9.21153e-08,0.321562,0.555031
3067,3066.74,0.019027,6.35594e-08,0.321561,0.555031
3068,3067.74,0.0190258,9.35229e-08,0.321562,0.555031
3069,3068.74,0.0190245,9.21162e-08,0.321562,0.555031
3070,3069.74,0.0190232,6.28625e-08,0.32156,0.555031
3071,3070.74,0.0190219,5.413e-08,0.32156,0.55503
3072,3071.74,0.0190207,6.39772e-08,0.321561,0.555031
3073,3072.74,0.0190194,6.35598e-08,0.321561,0.555031
3074,3073.74,0.0190182,9.35229e-08,0.321562,0.555031
3075,3074.74,0.0190169,6.39768e-08,0.32156,0.555031
3076,3075.74,0.0190156,5.415e-08,0.32156,0.55503
3077,3076.74,0.0190143,9.21165e-08,0.321562,0.555031
3078,3077.74,0.0190131,6.35606e-08,0.32156,0.555031
3079,3078.74,0.0190118,5.41335e-08,0.32156,0.55503
3080,3079.74,0.0190105,9.21162e-08,0.321562,0.555031
3081,3080.74,0.0190092,6.35602e-08,0.32156,0.555031
3082,3081.74,0.019008,9.35229e-08,0.321562,0.555031
3083,3082.74,0.0190067,6.35598e-08,0.32156,0.555031
3084,3083.74,0.0190054,5.4129e-08,0.32156,0.55503
3085,3084.74,0.0190042,9.21151e-08,0.321562,0.555031
3086,3085.74,0.0190029,6.35611e-08,0.321561,0.555031
3087,3086.74,0.0190016,5.41295e-08,0.32156,0.55503
3088,3087.74,0.0190004,6.3978e-08,0.32156,0.555031
3089,3088.74,0.0189991,5.41305e-08,0.32156,0.55503
3090,3089.74,0.0189979,9.21165e-08,0.321562,0.555031
3091,3090.74,0.0189966,6.35615e-08,0.321561,0.555031
3092,3091.74,0.0189953,9.35229e-08,0.321562,0.555032
3093,3092.74,0.0189941,6.35602e-08,0.32156,0.555031
3094,3093.74,0.0189928,5.413e-08,0.32156,0.55503
3095,3094.74,0.0189915,9.21156e-08,0.321562,0.555031
3096,3095.74,0.0189902,5.4149e-08,0.32156,0.55503
3097,3096.74,0.018989,9.21168e-08,0.321562,0.555031
3098,3097.74,0.0189877,6.32588e-08,0.32156,0.555031
3099,3098.74,0.0189865,9.35249e-08,0.321562,0.555031
3100,3099.74,0.0189852,6.39755e-08,0.32156,0.555031
3101,3100.74,0.0189839,5.4132e-08,0.32156,0.55503
3102,3101.74,0.0189827,9.21162e-08,0.321562,0.555031
3103,3102.74,0.0189814,5.415e-08,0.32156,0.55503
3104,3103.74,0.0189802,9.21148e-08,0.321562,0.555031
3105,3104.74,0.0189789,6.35585e-08,0.321561,0.555031
3106,3105.74,0.0189776,9.21171e-08,0.321562,0.555031
3107,3106.74,0.0189764,6.35598e-08,0.32156,0.555031
3108,3107.74,0.0189751,9.35214e-08,0.321562,0.555032
3109,3108.74,0.0189739,6.35594e-08,0.321561,0.555031
3110,3109.74,0.0189726,5.4128e-08,0.32156,0.55503
3111,3110.74,0.0189713,6.35602e-08,0.321561,0.555031
3112,3111.74,0.01897,5.413e-08,0.32156,0.55503
3113,3112.74,0.0189688,6.39763e-08,0.321561,0.555031
3114,3113.74,0.0189675,5.4131e-08,0.32156,0.55503
3115,3114.74,0.0189663,6.39785e-08,0.321561,0.555031
3116,3115.74,0.018965,5.41295e-08,0.32156,0.55503
3117,3116.74,0.0189638,9.21165e-08,0.321562,0.555031
3118,3117.74,0.0189625,5.4131e-08,0.32156,0.55503
3119,3118.74,0.0189613,6.39759e-08,0.321561,0.555031
3120,3119.74,0.01896,5.413e-08,0.32156,0.55503
3121,3120.74,0.0189588,6.39751e-08,0.321561,0.555031
3122,3121.74,0.0189575,5.4128e-08,0.32156,0.55503
3123,3122.74,0.0189563,6.35576e-08,0.32156,0.555031
3124,3123.74,0.018955,5.4127e-08,0.32156,0.55503
3125,3124.74,0.0189537,6.35606e-08,0.321561,0.555031
3126,3125.74,0.0189524,5.41315e-08,0.32156,0.55503
3127,3126.74,0.0189512,6.35602e-08,0.321561,0.555031
3128,3127.74,0.0189499,5.4129e-08,0.32156,0.55503
3129,3128.74,0.0189487,6.35585e-08,0.321561,0.555031
3130,3129.74,0.0189475,9.3522e-08,0.321562,0.555032
3131,3130.74,0.0189462,6.35585e-08,0.321561,0.555031
3132,3131.74,0.018945,9.21156e-08,0.321562,0.555031
3133,3132.74,0.0189437,6.35598e-08,0.321561,0.555031
3134,3133.74,0.0189424,9.21177e-08,0.321562,0.555031
3135,3134.74,0.0189412,5.41465e-08,0.32156,0.55503
3136,3135.74,0.0189399,9.11359e-08,0.321562,0.555031
3137,3136.74,0.0189387,5.4131e-08,0.32156,0.55503
3138,3137.74,0.0189374,6.39759e-08,0.32156,0.555031
3139,3138.74,0.0189361,5.41285e-08,0.32156,0.55503
3140,3139.74,0.0189349,6.35589e-08,0.32156,0.555031
3141,3140.74,0.0189337,9.35209e-08,0.321562,0.555032
3142,3141.74,0.0189324,6.35581e-08,0.321561,0.555031
3143,3142.74,0.0189312,9.21145e-08,0.321562,0.555031
3144,3143.74,0.0189299,5.41305e-08,0.32156,0.55503
3145,3144.74,0.0189287,9.21171e-08,0.321562,0.555031
3146,3145.74,0.0189274,5.41305e-08,0.32156,0.55503
3147,3146.74,0.0189262,6.35602e-08,0.32156,0.555031
3148,3147.74,0.0189249,9.21156e-08,0.321562,0.555031
3149,3148.74,0.0189237,6.35576e-08,0.321561,0.555031
3150,3149.74,0.0189224,9.2118e-08,0.321562,0.555031
3151,3150.74,0.0189211,5.41305e-08,0.32156,0.55503
3152,3151.74,0.0189199,6.35581e-08,0.32156,0.555031
3153,3152.74,0.0189187,9.21168e-08,0.321562,0.555031
3154,3153.74,0.0189174,6.35602e-08,0.321561,0.555031
3155,3154.74,0.0189162,9.21159e-08,0.321562,0.555031
3156,3155.74,0.0189149,5.413e-08,0.32156,0.55503
3157,3156.74,0.0189137,6.35589e-08,0.321561,0.555031
3158,3157.74,0.0189125,9.21151e-08,0.321562,0.555031
3159,3158.74,0.0189112,5.4131e-08,0.32156,0.55503
3160,3159.74,0.0189099,9.21156e-08,0.321562,0.555031
3161,3160.74,0.0189087,5.4127e-08,0.32156,0.55503
3162,3161.74,0.0189075,6.35568e-08,0.321561,0.555031
3163,3162.74,0.0189062,9.21151e-08,0.321562,0.555031
3164,3163.74,0.0189049,5.41295e-08,0.32156,0.55503
3165,3164.74,0.0189037,6.35589e-08,0.32156,0.555031
3166,3165.74,0.0189025,9.21156e-08,0.321562,0.555031
3167,3166.74,0.0189012,5.4129e-08,0.32156,0.55503
3168,3167.74,0.0189,6.35611e-08,0.321561,0.555031
3169,3168.74,0.0188988,9.21162e-08,0.321562,0.555031
3170,3169.74,0.0188975,5.41295e-08,0.32156,0.55503
3171,3170.74,0.0188963,6.39801e-08,0.321561,0.555031
3172,3171.74,0.018895,9.35235e-08,0.321562,0.555032
3173,3172.74,0.0188938,6.35431e-08,0.32156,0.555031
3174,3173.74,0.0188925,9.21165e-08,0.321562,0.555031
3175,3174.74,0.0188913,5.41305e-08,0.32156,0.55503
3176,3175.74,0.01889,6.35598e-08,0.32156,0.555031
3177,3176.74,0.0188888,9.1841e-08,0.321562,0.555031
3178,3177.74,0.0188876,9.21148e-08,0.321562,0.555031
3179,3178.74,0.0188863,5.413e-08,0.32156,0.55503
3180,3179.75,0.0188851,6.35594e-08,0.321561,0.555031
3181,3180.75,0.0188839,9.21159e-08,0.321562,0.555031
3182,3181.75,0.0188826,5.4128e-08,0.32156,0.55503
3183,3182.75,0.0188814,6.35589e-08,0.321561,0.555031
3184,3183.75,0.0188801,9.21168e-08,0.321562,0.555031
3185,3184.75,0.0188789,5.41295e-08,0.32156,0.55503
3186,3185.75,0.0188777,6.35585e-08,0.321561,0.555031
3187,3186.75,0.0188764,9.2118e-08,0.321562,0.555031
3188,3187.75,0.0188751,5.4129e-08,0.32156,0.55503
3189,3188.75,0.0188739,6.35594e-08,0.321561,0.555031
3190,3189.75,0.0188727,6.35611e-08,0.32156,0.555031
3191,3190.75,0.0188715,9.21162e-08,0.321562,0.555031
3192,3191.75,0.0188702,5.4132e-08,0.32156,0.55503
3193,3192.75,0.018869,6.35606e-08,0.321561,0.555031
3194,3193.75,0.0188678,9.21162e-08,0.321562,0.555031
3195,3194.75,0.0188665,5.413e-08,0.32156,0.55503
3196,3195.75,0.0188653,6.35461e-08,0.321561,0.555031
3197,3196.75,0.0188641,6.35602e-08,0.321561,0.555031
3198,3197.75,0.0188628,9.21156e-08,0.321562,0.555031
3199,3198.75,0.0188616,5.46389e-08,0.32156,0.55503
3200,3199.73,0.0200013,9.38614e-08,0.321561,0.555031
3201,3200.73,0.0199999,1.01417e-07,0.321562,0.555031
3202,3201.73,0.0199984,1.0143e-07,0.321562,0.555031
3203,3202.73,0.0199968,6.61292e-08,0.32156,0.555031
3204,3203.73,0.0199953,6.61313e-08,0.32156,0.555031
3205,3204.73,0.0199938,9.38602e-08,0.321561,0.555031
3206,3205.73,0.0199923,9.38602e-08,0.321561,0.555031
3207,3206.73,0.0199908,1.01429e-07,0.321562,0.555032
3208,3207.73,0.0199893,6.39848e-08,0.32156,0.55503
3209,3208.73,0.0199878,6.61341e-08,0.32156,0.55503
3210,3209.73,0.0199863,9.35353e-08,0.321562,0.555031
3211,3210.73,0.0199848,9.35345e-08,0.321561,0.555031
3212,3211.73,0.0199833,1.01417e-07,0.321562,0.555031
3213,3212.73,0.0199818,1.01417e-07,0.321562,0.555031
3214,3213.73,0.0199803,1.01418e-07,0.321562,0.555031
3215,3214.73,0.0199787,6.61268e-08,0.32156,0.555031
3216,3215.73,0.0199773,6.61284e-08,0.32156,0.555031
3217,3216.73,0.0199758,6.61288e-08,0.32156,0.555031
3218,3217.73,0.0199742,9.38614e-08,0.321561,0.555031
3219,3218.73,0.0199728,9.38617e-08,0.321561,0.555031
3220,3219.73,0.0199713,9.38596e-08,0.321561,0.555031
3221,3220.73,0.0199697,6.39941e-08,0.32156,0.55503
3222,3221.73,0.0199682,6.39946e-08,0.32156,0.55503
3223,3222.73,0.0199667,6.39941e-08,0.32156,0.55503
3224,3223.73,0.0199652,6.39941e-08,0.32156,0.55503
3225,3224.73,0.0199637,9.35365e-08,0.321562,0.555031
3226,3225.73,0.0199622,9.35348e-08,0.321561,0.555031
3227,3226.73,0.0199607,9.35351e-08,0.321561,0.555031
3228,3227.73,0.0199593,9.35339e-08,0.321561,0.555031
3229,3228.73,0.0199578,1.01416e-07,0.321562,0.555031
3230,3229.73,0.0199563,1.01417e-07,0.321562,0.555032
3231,3230.73,0.0199548,1.01418e-07,0.321562,0.555032
3232,3231.73,0.0199533,1.01178e-07,0.321562,0.555031
3233,3232.73,0.0199518,1.01417e-07,0.321562,0.555032
3234,3233.73,0.0199503,1.01417e-07,0.321562,0.555031
3235,3234.73,0.0199488,6.3995e-08,0.32156,0.55503
3236,3235.73,0.0199473,6.61292e-08,0.32156,0.555031
3237,3236.73,0.0199458,6.61305e-08,0.32156,0.555031
3238,3237.73,0.0199443,6.61288e-08,0.32156,0.555031
3239,3238.73,0.0199428,6.61301e-08,0.32156,0.555031
3240,3239.73,0.0199413,6.61301e-08,0.32156,0.555031
3241,3240.73,0.0199398,6.61301e-08,0.32156,0.555031
3242,3241.73,0.0199383,6.61301e-08,0.32156,0.555031
3243,3242.73,0.0199368,6.61288e-08,0.32156,0.55503
3244,3243.73,0.0199353,6.61272e-08,0.32156,0.555031
3245,3244.73,0.0199339,6.61284e-08,0.32156,0.555031
3246,3245.73,0.0199324,6.61309e-08,0.32156,0.555031
3247,3246.73,0.0199309,6.61276e-08,0.32156,0.555031
3248,3247.73,0.0199294,6.61288e-08,0.32156,0.555031
3249,3248.73,0.0199279,6.61296e-08,0.32156,0.555031
3250,3249.73,0.0199264,6.61309e-08,0.32156,0.555031
3251,3250.73,0.0199249,6.61309e-08,0.32156,0.555031
3252,3251.73,0.0199234,6.61317e-08,0.32156,0.555031
3253,3252.73,0.0199219,6.61309e-08,0.32156,0.555031
3254,3253.73,0.0199204,6.61329e-08,0.32156,0.555031
3255,3254.73,0.019919,6.61296e-08,0.32156,0.555031
3256,3255.73,0.0199175,6.5812e-08,0.32156,0.555031
3257,3256.73,0.019916,6.61305e-08,0.32156,0.555031
3258,3257.73,0.0199145,6.61305e-08,0.32156,0.555031
3259,3258.73,0.019913,6.61288e-08,0.32156,0.555031
3260,3259.73,0.0199115,6.6128e-08,0.32156,0.555031
3261,3260.73,0.01991,6.39946e-08,0.32156,0.55503
3262,3261.73,0.0199086,1.01418e-07,0.321562,0.555032
3263,3262.73,0.0199071,1.01417e-07,0.321562,0.555032
3264,3263.73,0.0199056,1.01417e-07,0.321562,0.555032
3265,3264.73,0.0199041,1.01417e-07,0.321562,0.555032
3266,3265.73,0.0199026,1.01417e-07,0.321562,0.555032
3267,3266.73,0.0199011,9.35345e-08,0.321561,0.555031
3268,3267.73,0.0198997,9.35345e-08,0.321561,0.555031
3269,3268.73,0.0198982,9.35351e-08,0.321562,0.555031
3270,3269.73,0.0198967,9.35368e-08,0.321561,0.555031
3271,3270.73,0.0198952,6.61292e-08,0.32156,0.555031
3272,3271.73,0.0198937,6.39958e-08,0.32156,0.55503
3273,3272.73,0.0198922,6.39967e-08,0.32156,0.55503
3274,3273.73,0.0198907,6.39958e-08,0.32156,0.55503
3275,3274.73,0.0198893,1.01418e-07,0.321562,0.555032
3276,3275.73,0.0198878,9.38602e-08,0.321561,0.555031
3277,3276.73,0.0198863,9.38617e-08,0.321561,0.555031
3278,3277.73,0.0198849,9.35342e-08,0.321561,0.555031
3279,3278.73,0.0198834,6.61296e-08,0.32156,0.555031
3280,3279.73,0.0198819,6.60653e-08,0.32156,0.555031
3281,3280.73,0.0198804,6.61284e-08,0.32156,0.555031
3282,3281.73,0.019879,1.01418e-07,0.321562,0.555032
3283,3282.73,0.0198775,1.01417e-07,0.321562,0.555032
3284,3283.73,0.019876,1.01417e-07,0.321562,0.555032
3285,3284.73,0.0198745,9.35342e-08,0.321561,0.555031
